"id";"gender";"carType";"carCategory";"occupation";"age";"carGroup";"bonus";"carValue";"material";"subRegion";"region";"cityDensity";"claimValue"
16139;"Male";"B";"Large";"Housewife";47;18;110;11410;1;"Q26";"Q";237,675525;182,63232178
16140;"Female";"B";"Small";"Self-employed";38;6;-50;18170;0;"T28";"T";30,79319816;0
16141;"Female";"A";"Small";"Employed";18;19;0;27790;0;"Q56";"Q";114,1467007;2834,6777234
16142;"Male";"B";"Medium";"Unemployed";58;12;-50;24010;0;"Q19";"Q";157,245582;0
16143;"Female";"A";"Large";"Employed";40;2;-20;21465;0;"U6";"U";76,98652096;0
16144;"Female";"C";"Medium";"Retired";68;4;-20;4445;1;"R12";"R";260,3601885;0
16145;"Male";"E";"Large";"Employed";59;8;140;15755;0;"Q38";"Q";161,4389472;0
16146;"Male";"C";"Medium";"Employed";29;10;-50;14815;1;"L5";"L";50,35184483;0
16147;"Male";"C";"Medium";"Self-employed";50;16;10;15755;0;"U8";"U";125,1320458;0
16148;"Male";"A";"Large";"Retired";63;12;-40;17935;1;"Q18";"Q";211,8309492;0
16149;"Male";"E";"Large";"Employed";38;7;100;13120;0;"S40";"S";34,81095528;0
16150;"Female";"F";"Medium";"Unemployed";49;2;-50;21135;1;"L2";"L";44,79860971;0
16151;"Male";"E";"Medium";"Employed";56;11;-50;15005;1;"R50";"R";223,3475567;0
16152;"male";"C";"Medium";"Employed";20;7;10;16110;1;"L66";"L";49,59668535;4021,589376
16153;"Male";"A";"Large";"Housewife";46;1;0;8955;1;"Q10";"Q";169,7885554;53,778249716
16154;"Male";"D";"Large";"Retired";72;3;-50;6170;0;"Q26";"Q";237,675525;0
16155;"Female";"E";"Small";"Self-employed";36;5;50;4075;0;"L114";"L";75,62345843;0
16156;"Female";"B";"Small";"Employed";44;11;-0,5;28195;0;"L33";"L";50,40601234;0
16157;"Female";"C";"Small";"Employed";80;15;-40;8270;0;"R2";"R";145,223003;0
16158;"Female";"B";"Large";"Employed";33;18;-50;10895;1;"Q10";"Q";169,7885554;0
16159;"Male";"F";"Large";"Retired";46;14;-20;4980;1;"R36";"R";276,3355652;0
16160;"Male";"A";"Large";"Unemployed";25;10;60;9720;1;"S33";"S";31,60580864;217,35882784
16161;"Female";"B";"Large";"Self-employed";40;7;-50;10670;0;"R33";"R";297,3851697;0
16162;"Male";"A";"Small";"Employed";21;12;10;8675;0;"O6";"O";29,08064837;0
16163;"Male";"D";"Small";"Housewife";30;15;80;6925;0;"Q39";"Q";171,3729361;578,13903453
16164;"Female";"A";"Medium";"Employed";43;8;-50;2835;1;"L94";"L";84,22903844;0
16165;"Female";"B";"Small";"Self-employed";46;8;-30;11045;0;"T21";"T";29,82213153;0
16166;"Male";"C";"Medium";"Housewife";54;15;-50;124160;1;"L136";"L";38,06772;517,42444898
16167;"Male";"B";"Small";"Employed";18;14;0;17795;0;"U14";"U";123,0152076;290,80072318
16168;"Male";"A";"Medium";"Unemployed";45;9;-50;32130;0;"L38";"L";48,57528403;0
16169;"Male";"D";"Small";"Unemployed";101;12;-50;9515;0;"L83";"L";69,72819603;1,7510764862
16170;"Male";"B";"Small";"Retired";70;14;-40;45125;1;"Q62";"Q";91,45292269;0
16171;"Male";"E";"Medium";"Self-employed";80;8;80;8255;0;"Q9";"Q";139,637282;3558,0375525
16172;"Female";"A";"Medium";"Self-employed";34;10;100;10405;0;"Q11";"Q";73,18307109;0
16173;"Male";"D";"Medium";"Employed";31;15;-50;48300;1;"L17";"L";61,30612555;0
16174;"Female";"A";"Small";"Employed";33;10;1;16510;1;"O16";"O";30,85366237;0
16175;"Female";"F";"Small";"Self-employed";18;1;0;18760;0;"Q21";"Q";201,3918071;1607,150527
16176;"Male";"D";"Small";"Employed";48;3;-10;48075;0;"Q2";"Q";123,0199289;0
16177;"Male";"B";"Small";"Unemployed";37;12;-50;7450;1;"O18";"O";31,60978775;0
16178;"Female";"F";"Large";"Employed";24;5;20;7960;0;"Q18";"Q";211,8309492;0
16179;"Male";"A";"Large";"Housewife";43;12;140;21580;1;"Q51";"Q";141,4896565;0
16180;"Male";"A";"Medium";"Employed";41;13;-50;30260;1;"Q51";"Q";141,4896565;0
16181;"Female";"A";"Medium";"Housewife";43;6;-40;6310;0;"M11";"M";156,1042255;0
16182;"Male";"B";"Small";"Housewife";33;16;-0,1;6495;0;"R33";"R";297,3851697;0
16183;"Female";"D";"Large";"Unemployed";51;12;50;16710;1;"M13";"M";184,4785165;0
16184;"Female";"B";"Small";"Employed";36;16;-50;14925;1;"L4";"L";45,52113373;0
16185;"male";"D";"Small";"Self-employed";37;3;-50;14210;1;"N6";"N";93,38235115;0
16186;"Male";"A";"Small";"Self-employed";29;8;-40;8650;0;"Q14";"Q";160,3435748;0
16187;"Female";"D";"Small";"Housewife";22;17;-20;18255;0;"Q38";"Q";161,4389472;233,19559037
16188;"Female";"A";"Medium";"Self-employed";48;4;-30;6085;0;"Q41";"Q";213,2556548;0
16189;"Male";"B";"Small";"Employed";37;9;40;14245;0;"S40";"S";34,81095528;0
16190;"Female";"D";"Large";"Employed";47;7;-20;13795;0;"R9";"R";251,432848;0
16191;"Male";"D";"Small";"Employed";29;5;-30;29890;0;"Q63";"Q";125,9456252;0
16192;"Male";"A";"Medium";"Employed";24;14;10;26205;0;"L7";"L";55,29380019;0
16193;"Female";"A";"Small";"Employed";40;8;-40;7400;0;"T16";"T";56,04309848;0
16194;"Female";"D";"Medium";"Self-employed";47;10;-40;3475;0;"Q41";"Q";213,2556548;0
16195;"Male";"B";"Medium";"Housewife";23;3;0;9220;1;"Q39";"Q";171,3729361;314,36355466
16196;"male";"D";"Medium";"Self-employed";40;9;-50;14740;1;"Q26";"Q";237,675525;0
16197;"Male";"E";"Small";"Self-employed";31;18;-50;29850;0;"O31";"O";35,43401501;152,43759706
16198;"Male";"B";"Medium";"Self-employed";36;4;-50;10735;1;"R5";"R";258,9237292;0
16199;"male";"D";"Small";"Employed";30;7;70;4690;0;"L72";"L";49,6329834;0
16200;"male";"F";"Small";"Retired";71;17;-10;19945;1;"M17";"M";201,6569069;173,15095113
16201;"Male";"B";"Large";"Housewife";56;13;-10;14020;1;"R41";"R";240,0004036;0
16202;"Female";"C";"Large";"Employed";43;5;140;8615;0;"Q1";"Q";114,1413271;0
16203;"Male";"A";"Medium";"Employed";20;16;-20;8130;0;"N9";"N";118,8510133;2742,2291365
16204;"Male";"B";"Medium";"Housewife";46;2;-50;21645;1;"Q42";"Q";148,4945135;0
16205;"Male";"B";"Large";"Retired";66;12;60;6145;1;"L12";"L";51,4116382;0
16206;"male";"B";"Large";"Employed";25;13;0;19870;1;"O37";"O";30,5989837;2963,1045923
16207;"Male";"C";"Large";"Retired";68;16;-50;34310;0;"M11";"M";156,1042255;0
16208;"Male";"B";"Small";"Retired";51;6;-50;22470;1;"N10";"N";139,6062055;0
16209;"Male";"A";"Medium";"Unemployed";42;16;90;28325;0;"M17";"M";201,6569069;11621,7642083
16210;"Female";"C";"Medium";"Employed";39;16;-50;19885;1;"L17";"L";61,30612555;0
16211;"Male";"B";"Medium";"Employed";20;5;-10;25495;1;"Q42";"Q";148,4945135;1748,9428979
16212;"Male";"D";"Medium";"Unemployed";30;9;-50;11885;0;"N4";"N";109,6318854;0
16213;"Female";"B";"Small";"Housewife";105;9;-50;10780;1;"Q44";"Q";150,2239631;0
16214;"Female";"D";"Large";"Employed";49;13;-30;19195;1;"L111";"L";90,21472555;0
16215;"Female";"D";"Medium";"Self-employed";40;14;60;5385;0;"L93";"L";63,89430992;0
16216;"Female";"B";"Medium";"Housewife";44;8;-50;17195;1;"T26";"T";37,63520484;0
16217;"Male";"D";"Large";"Employed";26;8;10;12670;1;"S24";"S";23,10511703;1047,968427
16218;"Male";"D";"Medium";"Employed";51;11;-40;33200;1;"L50";"L";84,06770437;0
16219;"Male";"D";"Medium";"Housewife";34;6;-30;21490;1;"M4";"M";190,0515645;0
16220;"Male";"A";"Medium";"Retired";67;5;-50;2910;0;"L97";"L";63,82886936;0
16221;"Male";"A";"Large";"Employed";44;14;-20;3170;1;"Q56";"Q";114,1467007;0
16222;"Male";"D";"Medium";"Employed";94;17;140;25530;1;"L79";"L";56,11415278;0
16223;"Male";"B";"Medium";"Self-employed";27;19;80;20820;0;"L105";"L";60,07300249;0
16224;"Female";"D";"Medium";"Self-employed";101;9;60;6605;1;"L67";"L";99,57981885;391,22560732
16225;"Male";"C";"Small";"Self-employed";74;6;-30;114795;0;"O15";"O";26,41407409;2531,4263895
16226;"Female";"A";"Large";"Self-employed";33;9;-40;9460;0;"S8";"S";17,11532415;0
16227;"Female";"E";"Large";"Employed";25;7;-10;10415;0;"Q23";"Q";205,4307964;0
16228;"Male";"B";"Medium";"Unemployed";81;15;-10;28725;1;"M1";"M";107,8170529;84,863385522
16229;"Female";"D";"Small";"Self-employed";26;11;0;32975;0;"L2";"L";44,79860971;0
16230;"Male";"D";"Large";"Retired";56;13;-20;6775;0;"U14";"U";123,0152076;0
16231;"Male";"B";"Small";"Self-employed";19;8;0;1225;0;"L7";"L";55,29380019;992,71777501
16232;"Male";"B";"Medium";"Unemployed";29;9;-30;115360;0;"N7";"N";88,95152383;5383,8903356
16233;"Male";"C";"Small";"Unemployed";33;20;-30;31900;0;"R19";"R";272,9669948;0
16234;"Male";"C";"Large";"Self-employed";46;17;50;32030;1;"L132";"L";51,32331561;3085,5354462
16235;"Male";"B";"Medium";"Housewife";18;2;0;5735;0;"Q7";"Q";83,76263662;0
16236;"Male";"D";"Large";"Retired";63;11;-30;21630;1;"Q35";"Q";148,4018477;0
16237;"Male";"D";"Small";"Unemployed";28;6;-10;16395;0;"L126";"L";64,30270938;0
16238;"Male";"A";"Large";"Housewife";52;9;20;1650;1;"R1";"R";222,711392;0
16239;"Male";"C";"Small";"Unemployed";19;11;0;12990;0;"M5";"M";162,666477;0
16240;"Male";"B";"Small";"Housewife";32;10;-40;16930;0;"U16";"U";91,54176264;0
16241;"Male";"B";"Large";"Retired";64;18;100;24735;0;"Q50";"Q";139,2056697;2281,17719661
16242;"Male";"A";"Medium";"Housewife";45;12;10;1825;1;"T8";"T";25,52342981;1137,3615512
16243;"Male";"C";"Small";"Housewife";60;13;-30;35190;0;"L38";"L";48,57528403;0
16244;"Male";"E";"Small";"Unemployed";43;16;40;23195;0;"Q51";"Q";141,4896565;0
16245;"Female";"C";"Small";"Housewife";56;8;-40;18345;1;"R46";"R";218,9832303;0
16246;"Male";"A";"Large";"Retired";65;11;-50;7540;1;"L3";"L";45,65564192;0
16247;"Male";"B";"Medium";"Employed";27;6;-10;7725;1;"L78";"L";82,67020711;498,98931984
16248;"Male";"E";"Large";"Employed";46;17;80;9715;0;"Q2";"Q";123,0199289;0
16249;"Male";"B";"Large";"Self-employed";36;14;20;21825;0;"M15";"M";162,9324677;0
16250;"male";"B";"Medium";"Employed";37;15;-50;19915;0;"O29";"O";34,81202424;0
16251;"Male";"D";"Small";"Employed";48;9;0;15825;0;"Q59";"Q";95,69355223;0
16252;"Male";"B";"Medium";"Employed";48;6;90;18335;0;"L37";"L";76,50537468;740,44017273
16253;"Male";"E";"Large";"Unemployed";40;8;40;22710;1;"L19";"L";50,01092548;359,47157174
16254;"Female";"A";"Small";"Retired";48;16;-40;32475;0;"R5";"R";258,9237292;0
16255;"Male";"E";"Small";"Housewife";27;13;-50;43385;1;"L65";"L";63,53336338;1058,4456603
16256;"Female";"A";"Medium";"Retired";51;16;-50;9900;0;"L98";"L";106,5803023;0
16257;"Female";"D";"Medium";"Employed";43;1;-30;21545;0;"L46";"L";72,01288299;0
16258;"Female";"A";"Medium";"Housewife";48;1;-50;7835;0;"U18";"U";99,17167477;0
16259;"Male";"B";"Large";"Housewife";42;19;80;35930;1;"N5";"N";47,58194704;0
16260;"Female";"D";"Small";"Self-employed";43;11;-50;26170;1;"L48";"L";71,62174491;0
16261;"Male";"F";"Small";"Housewife";46;13;-50;19025;0;"S24";"S";23,10511703;0
16262;"Male";"A";"Large";"Housewife";37;13;0;8170;0;"S26";"S";30,18943347;0
16263;"Male";"D";"Medium";"Employed";31;6;-40;25085;0;"O38";"O";39,55041059;768,17390117
16264;"Male";"C";"Small";"Employed";44;11;-50;18715;0;"N12";"N";133,2886429;0
16265;"Female";"D";"Large";"Self-employed";55;11;-50;20440;0;"L89";"L";64,12305444;0
16266;"Male";"E";"Medium";"Self-employed";44;9;-30;4670;0;"R35";"R";223,3085718;0
16267;"Male";"A";"Medium";"Employed";30;14;-10;28825;0;"L109";"L";57,29188508;0
16268;"Male";"B";"Large";"Employed";42;14;-30;7015;1;"M10";"M";94,36462339;0
16269;"Male";"A";"Medium";"Self-employed";45;5;-50;22635;0;"R21";"R";275,2822626;488,98237662
16270;"Male";"A";"Small";"Unemployed";36;15;-40;4645;0;"L123";"L";60,91112257;2,8520506325
16271;"Male";"D";"Medium";"Unemployed";50;8;-50;8635;0;"R26";"R";295,7970919;649,4349582
16272;"Female";"A";"Large";"Retired";72;19;-40;36055;1;"L71";"L";120,7793723;0
16273;"Male";"D";"Large";"Self-employed";37;4;80;8250;1;"Q50";"Q";139,2056697;0
16274;"Male";"B";"Small";"Employed";26;11;-30;26600;0;"Q24";"Q";222,735365;0
16275;"Male";"A";"Medium";"Retired";65;19;-30;37260;0;"R9";"R";251,432848;0
16276;"Male";"A";"Large";"Retired";63;14;-40;16820;1;"Q50";"Q";139,2056697;0
16277;"Female";"D";"Small";"Unemployed";36;9;-50;3035;1;"M19";"M";183,8950396;317,26472228
16278;"Male";"D";"Small";"Employed";21;17;30;17905;0;"T8";"T";25,52342981;0
16279;"Male";"C";"Medium";"Housewife";48;12;-50;14665;0;"R18";"R";284,1301175;0
16280;"Male";"A";"Medium";"Self-employed";35;10;10;23680;0;"M10";"M";94,36462339;0
16281;"Male";"A";"Medium";"Housewife";37;8;-50;17870;0;"N21";"N";71,18027901;0
16282;"Male";"A";"Large";"Housewife";45;19;90;13175;0;"L124";"L";64,09908451;1080,5023493
16283;"Male";"D";"Large";"Employed";41;2;30;6775;1;"T33";"T";25,7140109;0
16284;"Male";"D";"Medium";"Housewife";39;3;100;7360;0;"L133";"L";51,55500772;0
16285;"Female";"D";"Medium";"Unemployed";26;17;20;31945;1;"L20";"L";69,88926519;1624,9970426
16286;"Male";"A";"Large";"Employed";51;6;110;6235;1;"L41";"L";70,87357842;0
16287;"Female";"C";"Small";"Self-employed";29;9;-30;26215;0;"U14";"U";123,0152076;0
16288;"Male";"C";"Large";"Retired";61;18;-40;25115;1;"S22";"S";38,33660541;0
16289;"Male";"D";"Large";"Unemployed";53;2;0;19315;1;"T29";"T";30,46244233;0
16290;"Female";"A";"Large";"Employed";34;15;0,6;9655;0;"N19";"N";51,33277755;0
16291;"Male";"A";"Large";"Self-employed";66;5;-50;6655;1;"S32";"S";25,26137811;0
16292;"Male";"B";"Large";"Employed";32;14;-40;1910;0;"L48";"L";71,62174491;0
16293;"Female";"B";"Large";"Retired";71;12;-30;16610;0;"N17";"N";137,8151761;0
16294;"Male";"A";"Small";"Self-employed";96;6;-30;5975;0;"L2";"L";44,79860971;0
16295;"male";"A";"Large";"Retired";65;13;-30;7655;1;"L1";"L";48,3306937;0
16296;"Female";"D";"Large";"Self-employed";91;4;-40;8000;1;"R1";"R";222,711392;9456,4439468
16297;"Female";"B";"Small";"Housewife";32;12;-20;21240;0;"O26";"O";36,9071711;0
16298;"Female";"A";"Large";"Employed";98;6;140;9825;1;"Q37";"Q";148,5612071;502,06779609
16299;"Male";"A";"Medium";"Employed";24;9;-20;18345;1;"Q35";"Q";148,4018477;213,98793792
16300;"Male";"D";"Medium";"Retired";56;19;-40;3735;0;"L102";"L";58,30755679;0
16301;"Male";"B";"Large";"Self-employed";51;11;100;6350;1;"S10";"S";21,95355362;49,430566522
16302;"Female";"A";"Large";"Employed";50;8;-10;16470;0;"L35";"L";61,69063654;0
16303;"Male";"A";"Small";"Self-employed";25;7;-50;25555;1;"M2";"M";139,2830008;0
16304;"Female";"A";"Large";"Employed";22;5;10;7675;0;"U21";"U";88,29014956;631,94992596
16305;"Male";"D";"Small";"Self-employed";31;12;10;16375;1;"R25";"R";270,874006;0
16306;"Male";"E";"Large";"Self-employed";50;12;-10;5920;1;"L42";"L";68,95196256;0
16307;"Male";"B";"Small";"Housewife";44;15;-50;21315;1;"T25";"T";28,51184808;0
16308;"Female";"F";"Medium";"Employed";52;16;-10;43790;0;"L46";"L";72,01288299;0
16309;"Female";"C";"Small";"Self-employed";35;6;-50;18770;0;"Q16";"Q";207,1446249;0
16310;"Female";"A";"Large";"Housewife";113;19;70;8520;1;"L74";"L";62,73514095;0
16311;"Female";"E";"Medium";"Self-employed";37;11;-50;24970;1;"L14";"L";71,78834285;0
16312;"Male";"C";"Large";"Housewife";38;13;0;4750;1;"N10";"N";139,6062055;0
16313;"Male";"A";"Medium";"Housewife";44;15;-50;14670;0;"P36";"P";35,02446355;298,24113345
16314;"Female";"A";"Small";"Unemployed";42;2;10;6910;0;"O8";"O";26,51332544;0
16315;"Male";"A";"Small";"Housewife";32;6;0;1170;1;"N13";"N";94,29603751;1257,1849584
16316;"Female";"A";"Medium";"Employed";27;4;-30;24535;0;"L39";"L";68,9093508;0
16317;"Female";"A";"Medium";"Self-employed";58;15;-40;3555;1;"R49";"R";208,8164363;0
16318;"Female";"D";"Large";"Unemployed";72;15;-50;1060;1;"L110";"L";83,90453994;5224,6679275
16319;"Male";"F";"Medium";"Employed";41;7;80;34435;1;"R28";"R";256,6405915;0
16320;"Male";"B";"Medium";"Employed";41;9;150;5830;1;"L35";"L";61,69063654;0
16321;"Male";"C";"Large";"Retired";68;12;120;37250;0;"N19";"N";51,33277755;0
16322;"Female";"A";"Medium";"Retired";46;16;-40;41695;1;"R16";"R";293,5560359;0
16323;"Male";"A";"Large";"Self-employed";18;16;0;7070;0;"L129";"L";57,41329485;0
16324;"Male";"A";"Large";"Employed";43;20;-40;28270;1;"Q41";"Q";213,2556548;0
16325;"Female";"A";"Medium";"Retired";57;7;-30;9160;0;"U14";"U";123,0152076;0
16326;"Male";"A";"Medium";"Housewife";34;8;-50;22895;1;"N17";"N";137,8151761;0
16327;"Female";"E";"Small";"Housewife";21;12;0;20105;0;"L93";"L";63,89430992;133,90799419
16328;"Male";"A";"Medium";"Self-employed";30;13;-30;4100;1;"M8";"M";128,5434648;460,18497967
16329;"Male";"A";"Medium";"Self-employed";39;15;-0,5;11590;0;"R38";"R";284,2162652;0
16330;"Male";"E";"Small";"Housewife";39;11;-30;2620;0;"M7";"M";178,2443114;0
16331;"Male";"D";"Large";"Self-employed";44;17;0,1;16520;1;"P26";"P";27,20106876;0
16332;"Male";"A";"Medium";"Employed";22;15;-30;18575;0;"R20";"R";290,1327193;2692,8136946
16333;"Male";"E";"Medium";"Unemployed";23;6;50;13855;0;"P35";"P";40,08261306;0
16334;"Male";"F";"Small";"Employed";60;1;-30;13365;1;"U2";"U";38,77083633;0
16335;"Male";"D";"Large";"Self-employed";47;13;-50;17625;1;"N23";"N";77,49504574;0
16336;"Female";"D";"Large";"Housewife";48;8;-50;12690;1;"Q65";"Q";77,73738533;0
16337;"Male";"E";"Medium";"Housewife";27;8;20;32350;0;"M12";"M";216,4916013;1283,4278458
16338;"Male";"E";"Small";"Unemployed";28;11;-30;111290;0;"Q44";"Q";150,2239631;0
16339;"Male";"D";"Small";"Housewife";49;20;50;43340;0;"T28";"T";30,79319816;0
16340;"Male";"F";"Small";"Self-employed";52;8;60;8130;1;"Q16";"Q";207,1446249;1560,0048427
16341;"Male";"D";"Large";"Unemployed";47;6;-30;8155;1;"T23";"T";23,03273294;0
16342;"Male";"B";"Small";"Housewife";44;7;10;11275;0;"O29";"O";34,81202424;0
16343;"Female";"A";"Small";"Employed";18;10;0;21405;0;"R13";"R";248,5121203;0
16344;"Female";"B";"Medium";"Employed";38;10;-20;8610;0;"O4";"O";37,59594224;0
16345;"Male";"B";"Large";"Self-employed";50;11;-30;18465;0;"L69";"L";81,90993935;0
16346;"Male";"D";"Large";"Employed";27;17;-50;14330;0;"Q18";"Q";211,8309492;2438,532301
16347;"Male";"B";"Large";"Housewife";37;9;-0,5;9505;0;"L56";"L";87,14669097;0
16348;"Male";"B";"Small";"Self-employed";63;7;90;11670;1;"Q37";"Q";148,5612071;917,53588119
16349;"Male";"A";"Medium";"Housewife";44;15;-40;14855;0;"L102";"L";58,30755679;257,16798689
16350;"Female";"C";"Small";"Unemployed";56;19;-50;6295;1;"R27";"R";250,8413259;0
16351;"Male";"A";"Medium";"Employed";28;12;0;6525;1;"S32";"S";25,26137811;1739,4219736
16352;"Male";"A";"Medium";"Employed";22;14;80;135930;0;"N11";"N";88,89623143;0
16353;"Male";"A";"Large";"Self-employed";26;9;100;7375;1;"N14";"N";59,92134979;0
16354;"Male";"B";"Medium";"Unemployed";32;19;-50;23245;0;"L127";"L";66,65715225;0
16355;"Female";"A";"Medium";"Self-employed";24;12;20;19575;0;"M20";"M";148,9956325;0
16356;"Male";"C";"Large";"Self-employed";40;9;-30;20725;0;"R8";"R";253,6198858;0
16357;"Male";"C";"Large";"Self-employed";60;2;130;9405;0;"L73";"L";68,85387998;339,71724482
16358;"Female";"A";"Medium";"Self-employed";20;4;-10;8125;0;"P19";"P";24,82652767;0
16359;"Female";"D";"Medium";"Housewife";32;6;-50;24235;1;"P14";"P";30,62119248;0
16360;"Male";"C";"Medium";"Retired";62;5;-30;7015;0;"O26";"O";36,9071711;0
16361;"Male";"B";"Small";"Self-employed";49;14;-50;21135;1;"L69";"L";81,90993935;0
16362;"Female";"A";"Medium";"Self-employed";49;17;40;2570;1;"Q4";"Q";138,5066713;0
16363;"Male";"C";"Large";"Housewife";34;8;-10;17180;0;"R16";"R";293,5560359;0
16364;"Female";"E";"Large";"Retired";60;19;-50;31330;1;"L42";"L";68,95196256;0
16365;"Male";"E";"Medium";"Retired";69;17;-50;8175;0;"L91";"L";63,5211087;0
16366;"Female";"B";"Medium";"Housewife";94;15;-50;10775;0;"Q39";"Q";171,3729361;0
16367;"male";"A";"Medium";"Self-employed";55;15;-30;23435;0;"S24";"S";23,10511703;86,530707899
16368;"Male";"A";"Large";"Housewife";42;14;40;23295;1;"Q17";"Q";202,5335882;4621,5166469
16369;"Male";"C";"Large";"Housewife";46;8;-40;19025;0;"Q50";"Q";139,2056697;0
16370;"male";"C";"Large";"Employed";46;8;-40;22405;0;"Q41";"Q";213,2556548;0
16371;"Female";"E";"Medium";"Unemployed";36;16;130;12680;1;"Q27";"Q";122,4496948;468,67323458
16372;"Male";"E";"Small";"Housewife";41;15;-40;39875;1;"O33";"O";27,68609024;83,953964348
16373;"Male";"D";"Large";"Retired";47;12;-30;7890;1;"P30";"P";23,12027888;0
16374;"Male";"A";"Large";"Housewife";59;10;20;19930;0;"L131";"L";71,71655605;0
16375;"male";"E";"Small";"Employed";44;12;-50;6115;0;"P27";"P";45,411434;0
16376;"Male";"E";"Small";"Housewife";20;9;60;2945;0;"R45";"R";225,0430894;1359,8296663
16377;"Female";"A";"Medium";"Retired";48;19;-30;26885;0;"Q2";"Q";123,0199289;0
16378;"Male";"E";"Large";"Self-employed";54;13;20;8830;0;"Q25";"Q";140,4108252;0
16379;"male";"C";"Large";"Employed";53;9;70;21130;1;"R25";"R";270,874006;1152,5004703
16380;"Male";"D";"Small";"Unemployed";27;12;110;114730;1;"Q4";"Q";138,5066713;0
16381;"Male";"C";"Small";"Employed";22;12;-0,3;12225;0;"R40";"R";284,9991194;0
16382;"Male";"A";"Large";"Self-employed";51;15;-50;18290;1;"N17";"N";137,8151761;0
16383;"Female";"E";"Medium";"Self-employed";53;18;-50;27335;0;"R17";"R";221,7063984;0
16384;"Male";"A";"Large";"Retired";73;15;10;22870;1;"L30";"L";62,06252553;0
16385;"Female";"A";"Medium";"Self-employed";36;4;0;5545;0;"L110";"L";83,90453994;0
16386;"Male";"A";"Medium";"Employed";18;5;0;9290;0;"L59";"L";61,94412023;0
16387;"male";"D";"Small";"Employed";31;15;-20;7135;0;"R24";"R";225,1417422;0
16388;"Male";"D";"Small";"Housewife";26;10;-20;8675;1;"U6";"U";76,98652096;0
16389;"Female";"B";"Large";"Housewife";66;7;-40;26875;1;"P16";"P";39,45913644;0
16390;"Female";"F";"Large";"Housewife";58;18;-10;23210;1;"R32";"R";232,9029787;0
16391;"Male";"A";"Medium";"Housewife";40;19;-10;7120;1;"R17";"R";221,7063984;613,9814331
16392;"Female";"B";"Small";"Housewife";26;13;120;14795;0;"U9";"U";121,5870219;0
16393;"Male";"D";"Small";"Unemployed";38;7;-50;1110;1;"Q6";"Q";70,86106124;0
16394;"Male";"B";"Large";"Housewife";21;4;0;9800;1;"Q16";"Q";207,1446249;0
16395;"Male";"B";"Medium";"Retired";73;12;-10;28230;1;"R25";"R";270,874006;0
16396;"Female";"B";"Medium";"Self-employed";37;10;-50;1735;1;"Q40";"Q";189,9730181;0
16397;"Male";"A";"Large";"Retired";48;9;-50;8945;1;"M18";"M";99,28308074;0
16398;"Female";"E";"Medium";"Unemployed";38;3;-40;1070;1;"M5";"M";162,666477;0
16399;"Male";"A";"Large";"Retired";49;12;-50;11695;0;"R4";"R";185,8513852;0
16400;"Female";"B";"Small";"Employed";43;9;30;11125;0;"T20";"T";22,24129416;182,95960001
16401;"Female";"C";"Large";"Employed";36;15;-50;17130;1;"T11";"T";28,61559614;298,14533979
16402;"Male";"E";"Large";"Self-employed";54;6;-50;7475;0;"Q38";"Q";161,4389472;0
16403;"Female";"C";"Medium";"Unemployed";25;19;10;45715;1;"P12";"P";36,54260314;41,558800534
16404;"Male";"A";"Large";"Retired";66;4;-50;23305;1;"P7";"P";25,62227499;0
16405;"Male";"C";"Large";"Retired";66;8;-30;9385;0;"M3";"M";141,0368682;0
16406;"Male";"B";"Small";"Employed";23;3;100;8335;1;"Q50";"Q";139,2056697;0
16407;"Female";"F";"Medium";"Housewife";37;12;-30;10025;1;"Q55";"Q";126,1401885;0
16408;"Female";"D";"Small";"Employed";41;12;-30;6705;1;"N16";"N";47,98269849;0
16409;"Female";"A";"Medium";"Employed";87;8;-50;8280;0;"R28";"R";256,6405915;0
16410;"Male";"E";"Large";"Employed";42;17;-0,5;42755;0;"U18";"U";99,17167477;49,149190914
16411;"Male";"D";"Large";"Retired";68;16;-40;2200;1;"Q3";"Q";110,9836779;0
16412;"Female";"B";"Medium";"Employed";44;4;-30;7605;0;"M21";"M";102,818883;0
16413;"Male";"C";"Small";"Employed";22;12;30;112225;0;"R40";"R";284,9991194;0
16414;"Female";"C";"Large";"Housewife";41;5;-50;18705;0;"M4";"M";190,0515645;0
16415;"Female";"B";"Medium";"Self-employed";21;10;10;7455;0;"Q41";"Q";213,2556548;0
16416;"Male";"D";"Small";"Self-employed";36;11;-30;8410;1;"Q64";"Q";132,7922667;0
16417;"Male";"A";"Small";"Self-employed";43;4;-50;21730;0;"R35";"R";223,3085718;31,323699973
16418;"Male";"D";"Large";"Employed";32;12;100;7230;1;"R9";"R";251,432848;1438,6684703
16419;"Male";"C";"Small";"Housewife";38;12;130;14255;0;"M9";"M";156,6298557;0
16420;"Female";"A";"Medium";"Self-employed";59;20;-50;16935;1;"T34";"T";30,41139927;0
16421;"male";"D";"Medium";"Self-employed";31;2;-40;4870;0;"Q28";"Q";169,5291484;0
16422;"Male";"A";"Small";"Unemployed";22;9;10;13585;0;"R44";"R";237,4189585;951,33863293
16423;"Male";"B";"Medium";"Housewife";36;20;-40;46155;1;"U15";"U";59,40378524;0
16424;"Female";"A";"Large";"Unemployed";75;2;-30;7605;1;"T11";"T";28,61559614;0
16425;"Male";"B";"Medium";"Self-employed";30;11;20;44645;0;"L116";"L";100,3048589;0
